step,splaynet,central_splaynet,full_binary
1000,3.7263000000000006,4.2126,23.986299999999996
2000,3.8178000000000005,4.29275,23.921300000000002
3000,3.8796989999999996,4.343466,23.89901
4000,3.9384,4.4063,23.87271
5000,3.9806,4.4511199999999995,23.945280000000004
6000,3.986049,4.451099000000001,23.904900000000005
7000,3.9892719999999997,4.4541710000000005,23.89245
8000,4.007213999999999,4.468173999999999,23.88466
9000,4.031856,4.491666,23.91267
10000,4.0198,4.483790000000001,23.93388
11000,4.019709000000001,4.480625999999999,23.926160000000003
12000,4.0293660000000004,4.487892,23.914850000000005
13000,4.041539,4.4966859999999995,23.88171
14000,4.043099,4.5004290000000005,23.898009999999996
15000,4.047395,4.505325,23.89426
16000,4.056713,4.514118999999999,23.90505
17000,4.063295,4.522133999999999,23.91582
18000,4.061621,4.520345000000001,23.90437
19000,4.060785,4.520142000000001,23.91779
20000,4.07084,4.531175,23.921469999999996
21000,4.072386,4.531661,23.92024
22000,4.078459,4.538810000000001,23.92974
23000,4.072104,4.534487,23.928090000000005
24000,4.070271,4.533044,23.932859999999994
25000,4.076688,4.540008,23.93076
26000,4.0782989999999995,4.542764,23.928479999999997
27000,4.076464,4.541044,23.9298
28000,4.077347,4.541739,23.92974
29000,4.085310999999999,4.5498520000000005,23.939459999999997
30000,4.0839620000000005,4.548606,23.942439999999998
31000,4.085526,4.549741,23.939360000000004
32000,4.087763,4.553177000000001,23.939999999999998
33000,4.090114999999999,4.555389,23.93994
34000,4.097947,4.561949,23.94396
35000,4.100382999999999,4.564131000000001,23.948
36000,4.1029420000000005,4.566999999999999,23.95335
37000,4.106009,4.56928,23.95774
38000,4.106871,4.569305000000001,23.954650000000004
39000,4.107252,4.570317,23.95939
40000,4.107241,4.570386999999999,23.9621
41000,4.10715,4.569864,23.961570000000002
42000,4.109593,4.572197,23.95743
43000,4.1106110000000005,4.573621000000001,23.956050000000005
44000,4.111402,4.573885,23.955489999999998
45000,4.114141,4.576673000000001,23.956140000000005
46000,4.115999,4.578729,23.953809999999997
47000,4.119406,4.582095000000001,23.961719999999996
48000,4.117835,4.580082,23.96221
49000,4.120527000000001,4.582533000000001,23.96132
50000,4.118826,4.580920000000001,23.95933
51000,4.118545,4.5808219999999995,23.96296
52000,4.117932000000001,4.580653,23.96394
53000,4.11627,4.579831,23.961450000000003
54000,4.114545000000001,4.578206,23.95559
55000,4.111675,4.575227,23.959899999999998
56000,4.111756000000001,4.575249,23.960720000000002
57000,4.108158,4.571124,23.95883
58000,4.110591000000001,4.573424000000001,23.96336
59000,4.109616000000001,4.572145999999999,23.965179999999997
