step,splaynet,central_splaynet,full_binary
1000,7.8695,8.133099999999999,23.975300000000004
2000,8.058150000000001,8.301449999999999,23.951249999999998
3000,8.292133000000002,8.534066999999999,23.947
4000,8.38135,8.610925,23.936239999999998
5000,8.409719999999998,8.639759999999999,23.938239999999993
6000,8.456866000000002,8.685984999999999,23.935809999999996
7000,8.468757,8.696543,23.91614
8000,8.513513,8.731661,23.90815
9000,8.543821999999999,8.761567,23.91415
10000,8.57233,8.789539999999999,23.899169999999998
11000,8.617318000000001,8.832889999999999,23.905120000000004
12000,8.630766,8.844598999999999,23.910720000000005
13000,8.658584999999999,8.872024,23.921969999999998
14000,8.687015,8.899757,23.925800000000002
15000,8.697461,8.912119999999998,23.92836
16000,8.713975000000001,8.926575,23.93303
17000,8.717282999999998,8.928853,23.93321
18000,8.722845000000001,8.932438000000001,23.93009
19000,8.746062,8.954147,23.928649999999998
20000,8.75792,8.966899999999999,23.933670000000003
21000,8.765647000000001,8.973747,23.934049999999996
22000,8.769937000000002,8.977355000000001,23.93568
23000,8.775753,8.983353,23.935790000000004
24000,8.784752999999998,8.991737,23.942370000000004
25000,8.794532,8.999472,23.93562
26000,8.803323,9.006534,23.934289999999997
27000,8.816872,9.019514,23.933200000000003
28000,8.822154,9.02448,23.936609999999995
29000,8.829441,9.032214999999999,23.940679999999997
30000,8.831138000000001,9.034080999999999,23.937440000000002
31000,8.83529,9.036535,23.93563
32000,8.843512,9.045112999999999,23.935880000000004
33000,8.845032999999999,9.046524,23.94691
34000,8.849205999999999,9.050982,23.94431
35000,8.848047,9.049349999999999,23.94704
36000,8.851817,9.052444999999999,23.944170000000003
37000,8.844095000000001,9.044367000000001,23.940880000000003
38000,8.8545,9.054433999999999,23.944409999999998
39000,8.858695,9.059358,23.94713
40000,8.854878,9.056084,23.94729
41000,8.853463000000001,9.055902,23.95008
42000,8.862185,9.065291,23.95482
43000,8.861623,9.0643,23.953270000000003
44000,8.86557,9.068325,23.95272
45000,8.863501,9.066008,23.9522
46000,8.863966000000001,9.066806,23.956519999999998
47000,8.870211999999999,9.072775,23.956500000000002
48000,8.868357999999999,9.071577999999999,23.956619999999997
49000,8.866919999999999,9.070106,23.957639999999998
50000,8.867895999999998,9.071126,23.9589
51000,8.873289999999999,9.076066,23.957860000000004
52000,8.874546,9.07751,23.959650000000003
53000,8.875962000000001,9.078735,23.959029999999995
54000,8.879719,9.08232,23.960290000000004
55000,8.883746,9.085865,23.96198
56000,8.887745,9.089695000000003,23.961759999999998
57000,8.886723,9.088757,23.961849999999995
58000,8.890434,9.092951000000001,23.96461
59000,8.889602,9.092813000000001,23.96601
60000,8.886500999999999,9.090146999999998,23.966459999999998
61000,8.884381999999999,9.088053,23.96559
62000,8.885516999999998,9.089155,23.966479999999997
63000,8.891916,9.095486,23.96766
64000,8.894665000000002,9.098416,23.967890000000004
65000,8.892495,9.096405,23.967630000000003
66000,8.89113,9.095317,23.96757
67000,8.890319000000002,9.094974999999998,23.96816
68000,8.890954,9.095452,23.96737
69000,8.891064,9.095977,23.96811
70000,8.88752,9.092934,23.9676
71000,8.886789,9.092593,23.967990000000004
72000,8.887592,9.093262,23.970099999999995
73000,8.884125000000001,9.090383999999998,23.96907
74000,8.878663,9.084811,23.96903
75000,8.88005,9.086225,23.9705
76000,8.880219,9.08627,23.971490000000003
77000,8.882301,9.087995000000001,23.96964
78000,8.881514999999998,9.087525,23.96994
79000,8.882893,9.088678,23.971849999999996
80000,8.881099,9.087169999999999,23.97155
81000,8.878737999999998,9.084618,23.97153
82000,8.878129,9.083921999999998,23.971980000000002
83000,8.878942999999998,9.084814,23.9717
84000,8.881685000000001,9.087645,23.972
85000,8.881569,9.087657,23.971650000000004
86000,8.881904,9.088045,23.97129
87000,8.881383,9.087446,23.970480000000002
88000,8.879926000000001,9.086476000000001,23.97271
89000,8.882375,9.089003000000002,23.9736
90000,8.884645000000003,9.091017,23.974609999999995
91000,8.884075999999999,9.090953,23.97571
92000,8.884483999999999,9.091585,23.976850000000002
93000,8.883049,9.090019000000002,23.976799999999997
94000,8.885206,9.091854999999999,23.976930000000003
95000,8.885489,9.091936999999998,23.97693
96000,8.888855999999999,9.095379,23.975929999999998
97000,8.888737,9.095381999999999,23.975820000000002
98000,8.890952,9.097747,23.97611
99000,8.890616000000001,9.097281,23.976679999999998
100000,8.890429,9.096798,23.97664
101000,8.889206,9.095818,23.976940000000003
102000,8.889878,9.096627,23.97665
103000,8.891313,9.097984,23.977069999999994
104000,8.892503999999999,9.099098999999999,23.9767
105000,8.894654,9.101277,23.977029999999996
106000,8.897121,9.103627,23.97601
107000,8.898037000000002,9.104436,23.976390000000002
108000,8.898319,9.104572000000001,23.97663
109000,8.900046,9.106279,23.97754
110000,8.897981000000001,9.104482999999998,23.978590000000004
111000,8.896643000000001,9.103034,23.978839999999998
112000,8.896933,9.103495,23.98018
113000,8.895398,9.101966000000001,23.97994
114000,8.896865,9.103499,23.98064
115000,8.89771,9.104237,23.980439999999998
116000,8.898050000000001,9.104835000000001,23.9805
117000,8.899505000000001,9.106117000000001,23.979300000000002
118000,8.899168,9.106148,23.980529999999998
119000,8.902666,9.109286,23.981090000000002
120000,8.903307999999999,9.110016,23.981120000000004
121000,8.901748999999999,9.108450999999999,23.98032
122000,8.903051999999999,9.10961,23.981840000000002
123000,8.904733,9.111186,23.981989999999996
124000,8.903022,9.109353,23.982020000000002
125000,8.903579000000002,9.109915000000003,23.9823
126000,8.902322,9.10869,23.98216
127000,8.90414,9.110634999999998,23.98204
128000,8.903399,9.109823,23.98101
129000,8.904997,9.111208,23.980359999999997
130000,8.904466000000001,9.110503,23.98055
131000,8.905296,9.111172999999999,23.98051
132000,8.907549,9.113322,23.98019
133000,8.908204999999999,9.114099999999999,23.9817
134000,8.907276,9.113071,23.98172
135000,8.906881,9.112798,23.982459999999996
136000,8.905021999999999,9.111149999999999,23.98193
137000,8.905739,9.111806000000001,23.98253
138000,8.90805,9.114065,23.98434
139000,8.908735,9.114424000000001,23.985210000000002
140000,8.909048,9.114729999999998,23.98539
141000,8.909183,9.114988000000002,23.98639
142000,8.909352,9.115182999999998,23.985970000000002
143000,8.908700000000001,9.114453000000001,23.98508
144000,8.906744999999999,9.11246,23.98514
145000,8.907149,9.113028,23.98575
146000,8.908021,9.113664,23.985529999999997
147000,8.907411,9.113215,23.985590000000002
148000,8.907444000000002,9.113274,23.98584
149000,8.907192,9.112873,23.985769999999995
150000,8.908384000000002,9.114082,23.98567
151000,8.910015,9.115427,23.98565
152000,8.910309999999999,9.115963,23.985870000000002
153000,8.909471,9.115356,23.986019999999996
154000,8.908712,9.114519999999999,23.98637
155000,8.909817,9.115442999999999,23.985319999999998
156000,8.908957,9.114549,23.985369999999996
157000,8.910328999999999,9.115782000000001,23.98467
158000,8.911348,9.116869000000001,23.98518
159000,8.912139999999999,9.117492,23.98532
160000,8.911805000000001,9.117279,23.985689999999998
161000,8.911239,9.116894,23.98562
162000,8.910262999999999,9.116139,23.985369999999996
163000,8.909923000000001,9.115774,23.98522
164000,8.909019,9.115172,23.98538
165000,8.908846999999998,9.114961000000001,23.984229999999997
